 0, 0, 0.0, -50.0, 0.0, 0.0, 0.0, 0.0, 
 1, 4, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 
 1, 4, -1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 
 1, 2, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 
 1, 2, -1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 
 1, 4, 5.0, 0.0, 5.0, 0.0, 0.0, 0.0, 
 1, 4, -5.0, 0.0, 5.0, 0.0, 0.0, 0.0, 
 1, 4, 5.0, 0.0, 5.0, 0.0, 0.0, 0.0, 
 1, 4, -5.0, 0.0, 5.0, 0.0, 0.0, 0.0, 
 1, 2, 10.0, 0.0, 10.0, 0.0, 20.0, 0.0, 
 1, 2, -10.0, 0.0, 10.0, 0.0, 20.0, 0.0, 
 1, 2, 15.0, 0.0, 10.0, 0.0, -20.0, 0.0, 
 1, 2, -15.0, 0.0, 10.0, 0.0, -20.0, 0.0, 
 1, 2, 10.0, 0.0, 10.0, 0.0, -20.0, 0.0, 
 1, 2, -10.0, 0.0, 10.0, 0.0, -20.0, 0.0, 
 1, 2, 15.0, 0.0, 30.0, 0.0, -30.0, 0.0, 
 1, 2, -15.0, 0.0, 30.0, 0.0, -30.0, 0.0, 
 1, 2, 10.0, 0.0, 10.0, 0.0, -20.0, 0.0, 
 1, 2, -10.0, 0.0, 10.0, 0.0, -20.0, 0.0, 
 0, 0, 0.0, -30.0, 20.0, 0.0, -20.0, 0.0, 
 1, 2, 15.0, 0.0, 10.0, 0.0, -20.0, 0.0, 
 1, 2, -15.0, 0.0, 10.0, 0.0, -20.0, 0.0, 
 1, 2, 10.0, 0.0, 10.0, 0.0, -20.0, 0.0, 
 1, 2, -10.0, 0.0, 10.0, 0.0, -20.0, 0.0, 
 1, 1, 15.0, 0.0, 30.0, 0.0, -30.0, 0.0, 
 1, 1, -15.0, 0.0, 30.0, 0.0, -30.0, 0.0, 
 1, 1, 15.0, 0.0, 30.0, 0.0, -30.0, 0.0, 
 1, 1, -15.0, 0.0, 30.0, 0.0, -30.0, 0.0, 
 1, 1, 15.0, 0.0, 30.0, 0.0, -30.0, 0.0, 
 1, 1, -15.0, 0.0, -30.0, 0.0, 30.0, 0.0, 
 0, 0, 0.0, -50.0, 0.0, 0.0, 0.0, 0.0, 
 1, 4, 5.0, 0.0, 5.0, 0.0, 0.0, 0.0, 
 1, 4, -5.0, 0.0, 5.0, 0.0, 0.0, 0.0, 
 1, 4, 5.0, 0.0, 5.0, 0.0, 0.0, 0.0, 
 1, 4, -5.0, 0.0, 5.0, 0.0, 0.0, 0.0, 
